	
%.2fx	%.2fx
%@	%@
%@ %@	%1$@ %2$@
%@ %@ (%@)	%1$@ %2$@ (%3$@)
%@ Automatically created	%@ Automatically created
%@ Episodes	%@ Episodes
%@ New Episodes	%@ New Episodes
%@ Settings	%@ Settings
%@ Unplayed	%@ Unplayed
%@ Unplayed Episodes	%@ Unplayed Episodes
%@ episodes	%@ episodes
%@ episodes in the feed	%@ episodes in the feed
%@ in Apple Podcasts	%@ in Apple Podcasts
%@ in Library	%@ in Library
%@ is not available	%@ is not available
%@ left	%@ left
%@ new episodes	%@ new episodes
%@ of %@	%1$@ of %2$@
%@ podcasts	%@ podcasts
%@ remaining	%@ remaining
%@ saved episodes	%@ saved episodes
%@ stations	%@ stations
%@ unplayed	%@ unplayed
%@ unplayed episodes	%@ unplayed episodes
CATEGORY_SELECTION_SAVE_FAVORITE_CATEGORIES	Save Favorite Categories
CATEGORY_SELECTION_SEE_ALL_TITLE	See All %d Categories
CATEGORY_SELECTION_TITLE	Pick your favorite categories to get started.
CATEGORY_TITLE	Category
CELLULAR_DATA_DISABLED	Cellular data is currently turned off. You can change this in the Settings app.
CELLULAR_DATA_TIP	Use cellular data for streaming, downloading, and updating your Library.
CELLULAR_DOWNLOADS	Cellular Downloads
CELLULAR_DOWNLOADS_ASK_IF_OVER	Ask if Over 200 MB
CELLULAR_DOWNLOAD_ALERT_DEFAULT_EPISODE_TITLE	Episode
CELLULAR_DOWNLOAD_ALERT_DOWNLOAD_BUTTON	Download
CELLULAR_DOWNLOAD_ALERT_MESSAGE_NO_SIZE	The episode download size is large. Using data over a cellular network may incur additional fees.
CELLULAR_DOWNLOAD_ALERT_MESSAGE_WITH_SIZE	The episode download size is %@. Using data over a cellular network may incur additional fees.
CELLULAR_DOWNLOAD_ALERT_TITLE	Download “%@” Using Cellular Data?
CELLULAR_DOWNLOAD_ALWAYS_ALLOW	Always Allow
CELLULAR_DOWNLOAD_ALWAYS_ASK	Always Ask
CELLULAR_DOWNLOAD_ASK_IF_OVER	Ask If Over 200 MB
CELLULAR_DOWNLOAD_AUDIO_BUTTON	Download Audio (%@)
CELLULAR_DOWNLOAD_AUDIO_BUTTON_NO_SIZE	Download Audio Only
CELLULAR_DOWNLOAD_TOGGLE	Allow Over Cellular
CELLULAR_DOWNLOAD_VIDEO_ALERT_MESSAGE	This video download size is %@. Using data over a cellular network may incur additional fees.
CELLULAR_DOWNLOAD_VIDEO_ALERT_MESSAGE_NO_SIZE	This video download may be large. Using data over a cellular network may incur additional fees.
CELLULAR_DOWNLOAD_VIDEO_ALERT_TITLE	Download Using Cellular Data?
CELLULAR_DOWNLOAD_VIDEO_BUTTON	Download Video (%@)
CELLULAR_DOWNLOAD_VIDEO_BUTTON_NO_SIZE	Download Video
CELLULAR_VIDEO_STREAMING_MESSAGE_WIFI	To watch video when you aren’t connected to Wi-Fi, turn on Cellular Data. You can change this anytime in Settings → Apps → Podcasts.
CELLULAR_VIDEO_STREAMING_MESSAGE_WLAN	To watch video when you aren’t connected to WLAN, turn on Cellular Data. You can change this anytime in Settings → Apps → Podcasts.
CFBundleDisplayName	Podcasts
CFBundleName	Podcasts
CHANGE_FOR_ALL	Change setting for all shows
CHANNELS_SHOW_COUNT_FORMAT	{"value": {"one": "%d show", "other": "%d shows", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
CHANNELS_SHOW_COUNT_FORMAT_CAP	{"value": {"one": "%d Show", "other": "%d Shows", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
CHANNEL_FOLLOWED_SHOW_COUNT_FORMAT	{"value": {"one": "%d Followed Show", "other": "%d Followed Shows", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
CHANNEL_SUBSCRIPTION	Channel Subscription
CHANNEL_SUBTITLE	Channel
CHANNEL_TITLE	Channel
CHANNEL_UPSELL_BUTTON_ENTITLEMENTS_CTA	Get %@
CHANNEL_UPSELL_SUBTITLE_LABEL_FALLBACK	Included with %@ Subscription
CHANNEL_WEBSITE	Website
CHAPTERS_TIP_SUBTITLE	Preview topics covered in this episode or quickly skip between segments.
CHAPTERS_TIP_TITLE	Navigate with Chapters
CHOOSE_DOWNLOADS_IN_SETTINGS_MESSAGE	Choose what you want to download in Settings.
CHOOSE_PROMPT	Choose episodes to add (%@)
CHOOSE_PROMPT_EMPTY	Choose episodes to add.
CHOOSE_SHOWS_GROUP_FOOTER	Your Apple Watch will try to download unplayed episodes for each show you add.
CHOOSE_SHOWS_GROUP_HEADER	Shows
CHOOSE_SHOWS_SECTION_HEADER	Choose Shows
CHOOSE_STATIONS_GROUP_HEADER	Choose Stations
CLEAR_ALL_FILTERS	Clear All Filters
CLEAR_FILTERS	Clear Filters
CLEAR_HARD_QUEUE_PROMPT	{"value": {"one": "Clearing will remove %d episode from your queue.", "other": "Clearing will remove %d episodes from your queue.", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
CLEAR_PROMPT	Clear all episodes from “%@”?
CLEAR_QUEUE_PROMPT_MESSAGE	{"episode_count": {"one": "After playing this, do you want to keep listening to the episode you’ve selected to play next?", "other": "After playing this, do you want to keep listening to the %lu episodes you’ve selected to play next?", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "u"}, "NSStringLocalizedFormatKey": "%#@episode_count@"}
CLEAR_QUEUE_PROMPT_TITLE	Keep Listening?
CLICK_TO_RESUME_DOWNLOAD	Click to resume download
CLOSE_WINDOW	Close Window
COLON	:
CONJUNCTION_SEPARATOR	, 
CONTENT_NOT_SUPPORTED_ON_DEVICE	Content not supported in this device
CONTENT_UNAVAILABLE	Content Unavailable
CONTINUOUS_PLAYBACK	Continuous Playback
CONTINUOUS_PLAYBACK_DISABLED_MAC	Stop when an episode ends
CONTINUOUS_PLAYBACK_ENABLED_MAC	Continue playing after an episode ends
CONTINUOUS_PLAYBACK_FOOTER	The next episode in Up Next will automatically start playing after an episode ends.
CONTINUOUS_PLAYBACK_HEADER_MAC	Continuous Playback:
CONTINUOUS_PLAYBACK_TOGGLE	Continuous Playback
COPY	Copy
COPYRIGHT_TEXT	Copyright © 2014 Apple Inc. All rights reserved.
COUNT_B_FORMAT	%@B
COUNT_K_FORMAT	%@K
COUNT_M_FORMAT	%@M
COUNT_SELECTED_FORMAT	%@ Selected
COUNT_T_FORMAT	%@T
CREATE_NEW_STATION_BUTTON	New
CREATOR	Creator
CUSTOM_CELL_STRING	Custom
CUSTOM_COLORS	Custom Colors
CUSTOM_COLORS_FOOTER	Use custom colors based on the artwork for each podcast.
CUSTOM_NO_STATIONS_FOOTER_STRING	Your Apple Watch will try to download three episodes from every show you select.
CUSTOM_STATIONS_FOOTER_STRING	Your Apple Watch will try to download three episodes from every show you select. If you select a custom station, your Apple Watch will try to download as many unplayed episodes as possible.
Cancel	Cancel
Cancel All	Cancel All
Cancel All Downloads	Cancel All Downloads
Cancel Download	Cancel Download
Catalog	Catalog
Categories	Categories
Category	Category
Category: %@	Category: %@
Cell_Data_Message	Do you want to temporarily turn on cellular data to play podcast episodes?
Cellular Downloads	Cellular Downloads
Cellular-Downlaod	Cellular Downloads
Channel	Channel
Channels	Channels
Chapters	Chapters
Check back later to see if any new episodes have been added.	Check back later to see if any new episodes have been added.
Checking for episodes that may be deleted by this change.	Checking for episodes that may be deleted by this change.
Choose Podcasts	Choose Podcasts
Choose Podcasts...	Choose Podcasts…
Choose Shows…	Choose Shows…
Choose what you want to download in Settings.	Choose what you want to download in Settings.
Cleaning	Cleaning
Clear	Clear
Clear Playlist	Clear
Clear Queue	Clear Queue
Collections_Move_Multiple	Collections_Move_Multiple
Collections_Move_Single	Collections_Move_Single
Commuting	Commuting
Contextual Metadata	Contextual Metadata
Continue Playing	Continue Playing
Continue playing after an episode ends.	Continue playing after an episode ends.
Continuous Playback	Continuous Playback
Controls	Controls
Cooking	Cooking
Copy	Copy
Copy File Path	Copy File Path
Copy Link	Copy Link
Could not play episode	Could not play episode
Create New Apple Account	Create New Apple Account
Creator	Creator
Currently Unavailable	Currently Unavailable
Custom For This Show	Custom For This Show
Custom for This Show	Custom for This Show
Custom settings will be used when playing episodes of %@	Custom settings will be used when playing episodes of %@
Custom settings will be used when playing episodes of %@ on this device.	Custom settings will be used when playing episodes of %@ on this device.
Customize Footer	Change the way your station chooses episodes from this podcast.
Customize Podcast	Customize Podcast
Cycling	Cycling
DARK_AUTHENTICATED_ACTION_PASSWORD	Enter Password
DARK_AUTHENTICATED_SUBTITLE	This show’s feed is password-protected. Please provide a username and password to get new episodes.
DARK_AUTHENTICATED_TITLE	Looks like we need a password for this show.
DARK_DOWNLOAD_ACTION_DOWNLOAD	Start Downloading Again
DARK_DOWNLOAD_SUBTITLE	You haven’t listened to this show in a while, so we stopped downloading episodes to this device.
DARK_DOWNLOAD_TITLE	Not Interested Anymore?
DATA_PRIVACY_LINK	See how your data is managed…
DATE_AT_TIME	%@ at %@
DATE_DURATION	%@ - %@
DATE_UNKNOWN_EPISODES	Date Unknown
DEFAULT_WITH_FORMAT	Default (%@)
DELETE_ALL	Delete All
DELETE_DOWNLOAD_MESSAGE	Depending on the availability from the publisher, you may not be able to play or download this episode again after deleting.
DELETE_EPISODES_CONFIRMATION_TITLE	Delete Episodes
DELETE_PLAYED_FOOTER_OFF	Episodes will not be deleted after they finish playing. 
DELETE_PLAYED_FOOTER_ON	Remove played downloads 24 hours after they finish playing. 
DELETE_PLAYLIST_CONFIRMATION	Delete Playlist
DELETE_SINGULAR	Delete
DELETE_STATION	Delete Station
DELETE_STATION_CONFIRMATION_WITH_TITLE	Delete the “%@” station?
DELETE_STATION_CONTEXT_MENU	Delete Station
DEMO_MODE_FEATURE_UNAVAILABLE	Feature not available in this demo.
DESCRIPTION_MORE_BUTTON_TITLE	MORE
DETAIL_HEADER_UPDATED_PAD	Last Updated on %@
DETAIL_HEADER_UPDATED_PHONE	Last updated %@
DISABLE_AUTO_DOWNLOAD_VIDEO_TIP_MESSAGE	If you prefer to listen to this show, save storage space by only downloading audio.
DISABLE_AUTO_DOWNLOAD_VIDEO_TIP_TITLE	Turn Off Automatic Video Downloads?
DISABLE_AUTO_DOWNLOAD_VIDEO_TIP_TURN_OFF	Turn Off
DOWNLOADED	Downloaded
DOWNLOADED_EPISODES	Downloaded
DOWNLOADED_EPISODES_EMPTY_SUBTITLE	Download episodes to listen offline, and they’ll show up here.
DOWNLOADED_EPISODES_EMPTY_TITLE	No Downloaded Episodes
DOWNLOADING_EPISODES_COUNT_FORMAT	{"value": {"one": "Downloading %llu Episode", "other": "Downloading %llu Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "llu"}, "NSStringLocalizedFormatKey": "%#@value@"}
DOWNLOADS	Downloads
DOWNLOADS_HEADER_MAC	Downloads:
DOWNLOADS_OFF_FOOTER	Your Apple Watch will not try to download episodes from %@ when syncing.
DOWNLOADS_ON_FOOTER	{"episodes": {"few": "%1$d unplayed episodes", "one": "%1$d unplayed episode", "other": "%1$d unplayed episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d", "many": "%1$d unplayed episodes"}, "NSStringLocalizedFormatKey": "Your Apple Watch will try to download %#@episodes@ from %@ when syncing."}
DOWNLOADS_REMOVAL_TIP	Downloads can be removed 24 hours after they’re played.
DOWNLOADS_RESTORE_PURGED_EPISODES_BODY	{"NSStringDeviceSpecificRuleType": {"iphone": "Some automatically downloaded episodes were removed to make space for an iOS update.", "appletv": "Some automatically downloaded episodes were removed to make space for a tvOS update.", "mac": "Some automatically downloaded episodes were removed to make space for a macOS update.", "applevision": "Some automatically downloaded episodes were removed to make space for a visionOS update.", "other": "Some automatically downloaded episodes were removed to make space for an update.", "ipad": "Some automatically downloaded episodes were removed to make space for an iPadOS update.", "applewatch": "Some automatically downloaded episodes were removed to make space for a watchOS update."}}
DOWNLOADS_RESTORE_PURGED_EPISODES_CALL_TO_ACTION	Download Episodes Again
DOWNLOADS_RESTORE_PURGED_EPISODES_TITLE	Restore Downloads
DOWNLOADS_SHOW_SETTINGS_FOOTER	Downloads can be removed 24 hours after they’re played.
DOWNLOAD_AND_KEEP	Download and Keep
DOWNLOAD_CANCEL	Cancel
DOWNLOAD_EPISODE_BUTTON_SHORT	Download
DOWNLOAD_EPISODE_SWIPE_TITLE	Download
DOWNLOAD_ERROR_CLICK_TO_RETRY	Download error. Click to retry.
DOWNLOAD_ERROR_TAP_TO_RETRY	Download error. Tap to retry.
DOWNLOAD_FAILED_DONE	Done
DOWNLOAD_FAILED_MESSAGE	“%@” cannot be downloaded. Please try again later.
DOWNLOAD_FAILED_MESSAGE_EPISODE_NO_TITLE	Podcast episode
DOWNLOAD_FAILED_MESSAGE_PLURAL	{"episode_count": {"one": "%2$#@title@ and one other item cannot be downloaded. Please try again later.", "other": "%2$#@title@ and %lu other items cannot be downloaded. Please try again later.", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "u"}, "title": {"one": "“%@”", "other": "“%@”", "two": "“%@”", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "u"}, "NSStringLocalizedFormatKey": "%1$#@episode_count@"}
DOWNLOAD_FAILED_RETRY	Retry
DOWNLOAD_FAILED_TITLE	{"episode_count": {"one": "Unable to Download Podcast", "other": "Unable to Download Podcasts", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "u"}, "NSStringLocalizedFormatKey": "%#@episode_count@"}
DOWNLOAD_FOOTER_OFF	Episodes will not be automatically downloaded.
DOWNLOAD_FOOTER_ON	Automatically download new episodes.
DOWNLOAD_FOOTER_ON_WITH_DEVICE	{"NSStringDeviceSpecificRuleType": {"other": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this device. Downloading videos may use more storage.", "ipad": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this iPad. Downloading videos may use more storage.", "applevision": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this Apple Vision Pro. Downloading videos may use more storage.", "iphone": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this iPhone. Downloading videos may use more storage.", "ipod": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this iPod. Downloading videos may use more storage.", "mac": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this Mac. Downloading videos may use more storage."}}
DOWNLOAD_FOOTER_ON_WITH_DEVICE_AUDIO_ONLY	{"NSStringDeviceSpecificRuleType": {"other": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this device.", "ipad": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this iPad.", "applevision": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this Apple Vision Pro.", "iphone": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this iPhone.", "ipod": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this iPod.", "mac": "Listen to new episodes offline with automatic downloads, and limit how many are kept on this Mac."}}
DOWNLOAD_MINIBAR_ITEMS_DOWNLOADING	%@ items downloading
DOWNLOAD_MINIBAR_ITEM_DOWNLOADING	%@ item downloading
DOWNLOAD_MULTIPLE_EPISODES_BUTTON_SHORT	Download
DOWNLOAD_PROGRESS_PERCENTAGE_FORMAT_%@	%1$@ Downloaded
DOWNLOAD_RESTORED_CONTENT_ALERT_BUTTON_DOWNLOAD_ALL	Download Now
DOWNLOAD_RESTORED_CONTENT_ALERT_BUTTON_DO_NOT_DOWNLOAD	No Thanks
DOWNLOAD_RESTORED_CONTENT_ALERT_MESSAGE_FORMAT	{"episode_count": {"one": "The most recent episodes in your Library are automatically redownloaded. There is %lu older episode waiting to download.", "other": "The most recent episodes in your Library are automatically redownloaded. There are %lu older episodes waiting to download.", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "u"}, "NSStringLocalizedFormatKey": "%#@episode_count@"}
DOWNLOAD_RESTORED_CONTENT_ALERT_TITLE	Restore All Downloads?
DOWNLOAD_SAVE_TOGGLE	Download When Saving
DOWNLOAD_VIDEO_TOGGLE	Download Video
DOWNLOAD_WHEN_SAVING	Download When Saving
DURATION_FORMAT_HOURS	%@:%@:%@
DURATION_FORMAT_MINUTES	%@:%@
DURATION_PLAYED_FORMAT	%@ (%@)
Dance	Dance
Dancing	Dancing
Date Created	Date Created
Decrease Volume	Decrease Volume
Default	Default
Default (%@)	Default (%@)
Default (Off)	Default (Off)
Default (On)	Default (On)
Default settings will be used when playing episodes of %@	Default settings will be used when playing episodes of %@
Default settings will be used when playing episodes of %@ on this device.	Default settings will be used when playing episodes of %@ on this device.
Default settings will be used when playing episodes of %@.	Default settings will be used when playing episodes of %@.
Delete	Delete
Delete (%@)	Delete (%@)
Delete Episode	Delete Episode
Delete Playlist	Delete
Delete Station	Delete Station
Delete the "%@" station?	Delete the “%@” station?
Delete_Highlight_Message	Delete_Highlight_Message
Delete_Highlight_Title	Delete_Highlight_Title
Descending	Descending
Description	Description
Determines whether to indicate this should show the notice or perform the open intent. Defaults to true if unset.	Determines whether to indicate this should show the notice or perform the open intent. Defaults to true if unset.
Device Settings	Device Settings
Dining	Dining
Directory	Store
Document	Document
Done	Done
Done Playlist	Done
Double Speed	Double Speed
Double-tap to cycle through preset values	Double-tap to cycle through preset values
Download	Download
Download All	Download All
Download Date	Download Date
Download Episode	Download Episode
Download Episode Using Cellular Data?	Download Episode Using Cellular Data?
Download Failed	Download Failed
Download Now	Download Now
Download error.	Download error.
Downloaded	Downloaded
Downloaded Episodes	Downloaded Episodes
Downloading	Downloading
Downloading...	Downloading…
Downloading_Progress	%@, %@
Downloading_Size_X_Of_Y	%@ %@ of %@ %@
Downloads	Downloads
Driving	Driving
EDIT_LIBRARY	Edit Library
EDIT_SHOWS	Edit Shows
EMAIL_ERROR	Add an Email Account to be able to send emails
EMPTY_LIBRARY_CATEGORIES_SUBTITLE	Categories of shows you follow will appear here.
EMPTY_LIBRARY_CATEGORIES_TITLE	No Categories
EMPTY_LIBRARY_CHANNELS_SUBTITLE	Channels from the shows you follow will appear here.
EMPTY_LIBRARY_CHANNELS_TITLE	No Channels
EMPTY_STATION_IOS	Episodes will appear as they become available. Tap Settings to change how this station works.
EMPTY_STATION_MAC	Episodes will appear as they become available. Click Settings to change how this station works.
ENABLE_WHEN_FOLLOWING	Enable When Following
ENTITLEMENTS_OAUTH_SUBSCRIPTION_CONNECTED	Your subscription was connected.
ENTITLEMENTS_OAUTH_VERIFYING	Verifying…
EPISDE_DISPLAY	Episode Display
EPISODES	Episodes
EPISODES_BACK	Episodes
EPISODES_COUNT_FORMAT	{"value": {"one": "%d Episode", "other": "%d Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODES_DOWNLOADING	Downloading
EPISODES_DOWNLOADING_COUNT	Downloading %1$llu Episodes
EPISODES_EMPTY_SUBTITLE	Check back later to see if any new episodes have been added.
EPISODES_EMPTY_TITLE	Out of Episodes?
EPISODES_FILTER_BUTTON	Filter
EPISODES_NO_CONTENT_MESSAGE	%@ has no episodes.
EPISODES_NO_CONTENT_TITLE	No Episodes
EPISODES_REMOVE_DOWNLOAD_PLURAL	Remove Downloads
EPISODES_REMOVE_DOWNLOAD_SINGULAR	Remove Download
EPISODES_REMOVE_FROM_STATION	Remove from Station
EPISODES_SELECT_ALL	Select All
EPISODES_SELECT_NONE	Select None
EPISODES_SORT_BUTTON	Sort
EPISODES_SORT_BY	Sort By
EPISODES_SORT_BY_DATE_ADDED	Date Added
EPISODES_SORT_BY_DATE_TITLE	Title
EPISODES_SORT_BY_MANUAL	Manual
EPISODES_TO_KEEP_FOOTER	Manually added episodes will remain until you delete them.
EPISODES_YOU_MIGHT_LIKE	Episodes You Might Like
EPISODE_ACTION_OPEN	Open
EPISODE_ACTION_PAUSE	Pause
EPISODE_ACTION_PLAY	Play
EPISODE_ACTION_RESUME	Resume
EPISODE_ADDED_FORMAT	Added %@
EPISODE_AIRPLANE_MODE_WIFI	Turn off Airplane Mode or use Wi-Fi to access episode.
EPISODE_AIRPLANE_MODE_WLAN	Turn off Airplane Mode or use WLAN to access episode.
EPISODE_ALL	All
EPISODE_AND_SEASON_NUMBER_BONUS	Season %1$d, Episode %2$d Bonus
EPISODE_AND_SEASON_NUMBER_BONUS_DOCUMENT	Season %1$d, Episode %2$d Bonus Document
EPISODE_AND_SEASON_NUMBER_BONUS_VIDEO	Season %1$d, Episode %2$d Bonus Video
EPISODE_AND_SEASON_NUMBER_COMMA_COMBINATOR_SHORT	%@, %@
EPISODE_AND_SEASON_NUMBER_FORMAT	Season %1$lld, Episode %2$lld
EPISODE_AND_SEASON_NUMBER_FORMAT_SHORT	Season %1$d, Ep %2$d
EPISODE_AND_SEASON_NUMBER_TRAILER	Season %1$d, Episode %2$d Trailer
EPISODE_AND_SEASON_NUMBER_WHITE_SPACE_COMBINATOR	%@ %@
EPISODE_BOOKMARKED	Bookmarked
EPISODE_CAPTION_DOCUMENT	Document
EPISODE_CAPTION_PDF_DOCUMENT	PDF Document
EPISODE_CAPTION_SAVED	Saved
EPISODE_CAPTION_VIDEO	Video
EPISODE_DATE_FORMAT	MMM dd, yyyy
EPISODE_DETAILS_MORE_EPISODES_ACTION	More Episodes
EPISODE_DETAIL_DOWNLOAD_WILL_BE_DELETED	Download will be deleted
EPISODE_DISPLAY_FOOTER	All episodes will be visible on shows you follow. This can be overridden per show.
EPISODE_DISPLAY_HEADER_MAC	Episode Display:
EPISODE_DISPLAY_TIP	This only applies to shows you follow. You can override this setting for any show.
EPISODE_DISPLAY_TITLE	Episode Display
EPISODE_DOWNLOADED	Downloaded
EPISODE_DOWNLOADING_SIZE_X_Of_Y_SIZE_REMAINING	%@ %@ of %@ %@, %@ remaining
EPISODE_DOWNLOADS_FOOTER	Episodes can be automatically deleted 24 hours after they’re played.
EPISODE_DOWNLOADS_TITLE	Episode Downloads
EPISODE_DURATION_FORMAT	%@
EPISODE_DURATION_SIZE_FORMAT	%1$@ (%2$@)
EPISODE_FEEDDELETED_TITLE	This episode is no longer available from %@.
EPISODE_FEEDDELETED_TITLE_NO_PODCAST	This episode is no longer available.
EPISODE_FILTER_COUNT_BOOKMARKED_FORMAT	{"value": {"one": "%d Saved Episode", "other": "%d Saved Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_COUNT_COMPOUND_FORMAT	{"value": {"one": "%d Episode ({{symbol:line.3.horizontal.decrease}} Filtered by: %@)", "other": "%d Episodes ({{symbol:line.3.horizontal.decrease}} Filtered by: %@)", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_COUNT_DOWNLOADED_FORMAT	{"value": {"one": "%d Downloaded Episode", "other": "%d Downloaded Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_COUNT_PLAYED_FORMAT	{"value": {"one": "%d Played Episode", "other": "%d Played Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_COUNT_SEASON_FORMAT	{"episode_count": {"one": "%d Episode", "other": "%d Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "season_number": {"other": "in Season %d", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@episode_count@ %#@season_number@"}
EPISODE_FILTER_COUNT_SUBSCRIBER_FORMAT	{"value": {"one": "%d Subscriber Episode", "other": "%d Subscriber Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_COUNT_UNPLAYED_FORMAT	{"value": {"one": "%d Unplayed Episode", "other": "%d Unplayed Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_COUNT_VIDEO_FORMAT	{"value": {"one": "%d Video Episode", "other": "%d Video Episodes", "NSStringFormatSpecTypeKey": "NSStringPluralRuleType", "NSStringFormatValueTypeKey": "d"}, "NSStringLocalizedFormatKey": "%#@value@"}
EPISODE_FILTER_EMPTY_ALL_EPISODES	No Episodes
EPISODE_FILTER_EMPTY_BOOKMARKED	No Saved Episodes
EPISODE_FILTER_EMPTY_COMPOUND	No Episodes
EPISODE_FILTER_EMPTY_DOWNLOADED	No Downloaded Episodes
EPISODE_FILTER_EMPTY_PLAYED	No Played Episodes
EPISODE_FILTER_EMPTY_SEASON_FORMAT	No Season %lld Episodes
EPISODE_FILTER_EMPTY_SUBSCRIBER	No Subscriber Episodes
EPISODE_FILTER_EMPTY_UNPLAYED	No Unplayed Episodes
EPISODE_FILTER_EMPTY_VIDEO	No Video Episodes
EPISODE_FILTER_INFO_COMPOUND_FORMAT	{{symbol:line.3.horizontal.decrease}} Filtered by: %@
EPISODE_FILTER_SEE_ALL_BOOKMARKED_FORMAT	See All Saved (%d)
EPISODE_FILTER_SEE_ALL_DOWNLOADED_FORMAT	See All Downloaded (%d)
EPISODE_FILTER_SEE_ALL_EPISODES_FORMAT	See All (%d)
EPISODE_FILTER_SEE_ALL_PLAYED_FORMAT	See All Played (%d)
EPISODE_FILTER_SEE_ALL_SEASON_FORMAT	See All Season %d (%d)
EPISODE_FILTER_SEE_ALL_SUBSCRIBER_FORMAT	See All Subscriber Episodes (%d)
EPISODE_FILTER_SEE_ALL_UNPLAYED_FORMAT	See All Unplayed (%d)
EPISODE_FILTER_SEE_ALL_VIDEO_FORMAT	See All Video Episodes (%d)
EPISODE_FILTER_SHELF_TITLE_ALL_EPISODES_HPEOFF	Episodes
EPISODE_FILTER_TITLE_ALL_EPISODES	All Episodes
EPISODE_FILTER_TITLE_BOOKMARKED	Saved
EPISODE_FILTER_TITLE_DOWNLOADED	Downloaded
EPISODE_FILTER_TITLE_PLAYED	Played
EPISODE_FILTER_TITLE_SUBSCRIBER	For Subscribers
EPISODE_FILTER_TITLE_UNPLAYED	Unplayed
EPISODE_FILTER_TITLE_VIDEO	Video
EPISODE_HOSTS_AND_GUESTS_TITLE	Hosts & Guests
EPISODE_INFORMATION	Information
EPISODE_LAST_PLAYED_ON_DATE_FORMAT	Last played on %@
EPISODE_NOTES_TIP_SUBTITLE	Tap episode information to read about its hosts, and more.
EPISODE_NOTES_TIP_TITLE	See More About This Episode
EPISODE_NOTES_TITLE	Episode Notes
EPISODE_NOT_FOUND_ON_FILESYSTEM	The episode “%@” could not be used because the original file could not be found. Would you like to locate it?
EPISODE_NOT_SUPPORTED_BODY	This content can’t be played on your AirPlay-enabled device.
EPISODE_NO_INTERNET	Connect to the Internet to access episode.
EPISODE_NUMBER_AND_TITLE_FORMAT	%1$lld. %2$@
EPISODE_NUMBER_BONUS	Episode %d Bonus
